,축제명,축제주요내용
119,서울 드론 챌린지 2019 (Seoul Drone Challenge 2,[]
120,서울국제여성영화제 ,"['최초', '국제', '영화제', '수상작', '등', '기록', '심도', '추적', '한국', '한국영화', '영화', '100', '100년사', '년', '사', '실감', '재구성', '서울', '수도', '수도극장', '극장', '휴일', '상영', '계몽적', '성격', '당시', '여성', '관객', '다음', '달', '7', '8', '8일', '일', '지역', '기획전', '이후', '부산', '14', '15', '15일', '해운대', '해운대구', '구', '텀', '텀시티', '시티', '개최', '8월', '월', '강원', '평', '평창', '창', '저', '1', '1회', '회', '평', '평창남북평화', '남북', '평화', '9', '9월', '다큐멘터리', '상', '상영작', '영작', '위주', '독립', '2019', '0', '0화제작', '화제작', '012', '012월', '간', '케이블', '나', '수', '0공급업체', '공급', '업체', '연제', '연제광', '광', '감독', '령희', '무기', '시간', '은', '제', '제72회', '72', '칸', '소개', '단편', '구호', '구호단체', '단체', '국경', '의사회', '23', '23일', '중구', '명동', '명동역', '역', '시', '라이브러리', '인도', '인도주의', '주의', '주제', '다큐', '상영회', '회', '2', '2회로', '회로', '구성', '총', '편의', '다큐면터리', '면', '터', '리', '이번', '170', '170여', '여', '8회', '21', '21회', '인천', '인천인권', '인권', '20', '20회', '광주', '광주인권', '42', '42회', '22', '22회', '디', '디포럼', '포럼', '5', '5회', '디아스', '디아스포라', '포라', '9회', '서울국제', '건축', '18', '18회', '제주']"
121,서울세계도시문화축제 ,"['아시아', '문화', '중심', '도시', '광주', '조성', '핵심', '시설', '시설이자', '이자', '세계', '적인', '발전소', '자리매김', '4', '4년간', '년', '간', '공연', '200', '200건', '건', '전시', '113', '113건', '교육', '111', '111건', '축제', '37', '37건', '각종', '행사', '207', '207건', '등', '668', '668건', '프로그램', '로', '개발', '수', '고', '설명', '국내', '여행객', '시간', '장소', '한', '2', '3', '상주', '전', '의', '쇼핑', '공간', '명', '명소로', '소로', '발전', '예상', '2019', '서울', '세계도시', '문화축제', '자세', '일정', '서울세계도시문화', '홈페이지', '페이스', '페이스북', '북', '스타', '스타그램', '그램', '1', '1일', '일', '광장', '일대', '참석자', '부', '페스트', '팀', '2019.9']"
122,광진교 페스티벌 ,"['지금', '광진', '광진교', '교', '광진구', '구', '강동', '강동구', '강동구민', '민', '화합', '장', '페스티벌', '이', '진행', '진행중', '중', '현장', '연결', '분위기', '남', '남유진', '유진', '캐스터', '저녁', '공기', '활동', '구청장', '이정훈', '정훈', '31', '31일', '일', '오후', '3', '9', '9시', '시', '위', '이웃', '을', '공동', '개최', '오작교', '견우', '견우직녀', '직녀', '이야기', '모티프', '축제', '2017', '2017년', '년', '서울', '주민', '간', '도모', '문화', '문화교류', '교류', '강화', '2019', '27', '27일', '등', '일', '년', '번', '설화', '본']"
123,남산 걷기명상 ,"['한편', '한국', '한국명상총협회', '명상', '총', '협회', '8', '8월29일', '월', '29', '일', '3', '동국', '동국대학교', '대학교', '국내', '최고', '명상대가', '대가', '석학', '참여', '가운데', '2019', '대한', '대한민국', '민국', '명상포럼', '포럼', '남산', '남산걷기명상', '걷기', '대회', '개최', '명상수행', '수행', '학문적', '성과', '도출', '불교', '수행법인', '법인', '참선', '진수', '마지막', '날', '운동', '마음', '이', '서울', '서울시가', '시가', '후원', '불교방송', '방송', '공동', '주최', '이번', '미국', '마이크로', '마이크로소프트', '소프트', '아키텍처', '일하', '은', '빅', '빅데이터', '데이터', '불이', '주제', '시각', '명', '상', '을', '소개', '31', '31일', '오전', '교내', '운동장', '둘레', '둘레길', '길', '걷기명상', '도', '진행', '불문', '한', '공원', '산책길', '구역', '조경', '조깅', '숲', '시간', '건강', '힐링', '수', '가을', '패키지', '폴링', '앤', '힐', '링', '과', '인', '참가자', '서울시민', '시민', '동국대', '출발', '체험', '총협회장', '협회장', '각산', '각산스님', '스님', '기계', '대신', '날인', '8월', '10', '10시', '시', '정오', '참여자', '오후', '종', '종묵스님', '묵', '마음챙김명상', '챙', '김', '연구소', '연구소장인', '장인', '안', '안희영', '희영', '교수', '등', '강연', '일대', '행사', '참석', '패널', '불자', '일반인', '3000', '3000여', '여', '명', '참가', '예정', '허', '문화', '문화전문기자', '전문', '기자']"
124,영양고추 H.O.T 페스티벌 ,"['기타', '부문', '김', '암', '66', '수상자', '영양', '영양고추', '고추', '페스티벌', '참가', '서울', '서울시민', '시민', '우수성', '행사', '관계자', '농민', '격려', '등', '산나물', '홍보', '앞장', '한', '오도', '오도창', '창', '영양군수', '군수', '8', '8월', '월', '27', '27일', '일', '29', '29일', '서울시청', '시청', '앞', '서울광장', '광장', '진행', '2019', '참석', '캡', '사이', '사이신', '신', '입', '입니더', '니더', '주제', '페스티', '은', '지방', '지방자치단체', '자치', '단체', '처음', '2007', '2007년', '년', '단일', '농산품', '테마', '산지', '직거래', '장점', '대도시']"
125,서울 드라마어워즈 ,"['덕분', '저', '14', '14회', '회', '서울', '서울드라마', '드라마', '워즈', '46', '46회', '한국', '한국방송대상', '방송', '대상', '도쿄', '2019', '1', '1회', '아시아', '콘텐츠', '10', '10회', '대한', '대한민국', '민국', '대중', '대중문화예술상', '문화', '예술상', '광고', '광고주가', '주가', '모델', '모델상', '상', '등', '대', '배우', '송운', '송운화가', '화가', '28', '28일', '일', '오후', '동대문', '동대문구', '구', '회기', '회기동', '동', '경희대', '경희대학교', '학교', '평화', '전당', '레드', '레드카펫', '카펫', '행사', '참석', '포토', '포토타임', '타임']"
126,창무국제공연예술제 ,"['서울', '서울남산국악', '남산', '국악', '22', '22일', '일', '25', '25일', '저', '25회', '회', '창', '국제', '국제공연예술제', '공연', '예술제', '개최', '76', '76세', '세', '나이', '왕성', '활동', '중인', '한국', '창작', '창작춤', '춤', '대모', '김', '김매자', '매자', '설립', '창무', '무', '예술원', '주최', '행사', '참석', '일본', '무용단', '무용수', '경제', '경제보복', '보복', '촉발', '한일', '갈등', '출구', '가운데', '진', '머니', '머니투데이', '투데이', '리더', '최', '최정면', '정면', '제', '제25회', '예술', '예술감독', '감독', '21', '21일', '수요일', '아르코', '아르코예술극장', '극장', '대극장', '개막', '개막식', '사전', '회', '아르', '플라멩코', '이혜', '이혜정', '정', '과의', '축하', '이']"
127,서울 코믹월드 ,"['10', '10일', '일', '서울', '서초', '서초구', '구', '양재', '양재동', '동', '센터', '저', '166', '166회', '회', '코믹', '코믹월드', '월드', '코', '코스프레', '스프', '레', '참가자', '포즈', '2019.11', '뉴스', '뉴스1', '1', '머', '너', '즈', '워', '뉴욕', '콘', '전시', '현장', '스포츠', '김', '기자', '모바일', '게임', '기업', '컴', '컴투스', '투스', '대표', '송병준', '글로벌', '아레나', '챔피언십', '브랜드', '가치', '이', '이투데이', '투데이', '애', '만화', '사랑', '축제', '양재', '콘테스트', '만화노래자랑', '노래', '자랑', '동아리', '전시교류전', '교류', '전', '등', '볼거리', '멀티', '멀티플랫폼', '플랫폼', '카카오', '카카오게임즈', '각자', '남궁', '훈', '조', '계', '계현', '현', '20', '20일', '토', '과', '21', '21일', '일', '양일간', '학', '학여울역', '여울', '역', '텍', '164', '164회', '회', '인기', '애니메이션', '프린세스', '넥트']"
128,서울 코믹월드 ,"['10', '10일', '일', '서울', '서초', '서초구', '구', '양재', '양재동', '동', '센터', '저', '166', '166회', '회', '코믹', '코믹월드', '월드', '코', '코스프레', '스프', '레', '참가자', '포즈', '2019.11', '뉴스', '뉴스1', '1', '머', '너', '즈', '워', '뉴욕', '콘', '전시', '현장', '스포츠', '김', '기자', '모바일', '게임', '기업', '컴', '컴투스', '투스', '대표', '송병준', '글로벌', '아레나', '챔피언십', '브랜드', '가치', '이', '이투데이', '투데이', '애', '만화', '사랑', '축제', '양재', '콘테스트', '만화노래자랑', '노래', '자랑', '동아리', '전시교류전', '교류', '전', '등', '볼거리', '멀티', '멀티플랫폼', '플랫폼', '카카오', '카카오게임즈', '각자', '남궁', '훈', '조', '계', '계현', '현', '20', '20일', '토', '과', '21', '21일', '일', '양일간', '학', '학여울역', '여울', '역', '텍', '164', '164회', '회', '인기', '애니메이션', '프린세스', '넥트']"
129,대한민국무용대상 ,"['27', '27일', '일', '시상식', '국제', '국제청소년', '청소년', '예술제', '부문', '29', '29팀', '팀', '참석', '중', '17', '17팀', '수상', '대한', '대한민국', '민국', '청소년영화제', '영화제', '67', '67명', '명', '국제청소년예술제', '종합', '대상', '평', '평어린이', '어린이', '무용', '독', '독창부문', '창', '이재', '학생', '연주', '연주부문', '홍', '홍영', '영', '이', '김수민', '차지', '26', '26일', '화', '청', '이상', '을', '슬로건', '아래', '열린', '저', '19', '19회', '회', '성황리', '폐막', '최정상', '음악인', '9', '9년간', '년', '간', '수원', '수원시', '수원시립교향악단', '시', '립', '교향악단', '상임', '상임지휘자', '지휘자', '활동', '독일', '시', '시립', '노현', '예술', '예술감독', '감독', '9회', '전국', '전국대학', '대학', '경연', '경연대회', '대회', '최연소', '32', '32회', '진', '실', '실용', '용', '전공', '재학생', '정', '정하용', '하용', '성운', '정상영', '상영', '이재운', '운', '원', '원민호', '민', '호', '등', '한류', '한류힙합', '힙합', '청년', '청년상', '상', '2019', '문화', '한류문화', '세계화', '공헌', '의', '자랑', '가수', '댄서']"
130,펫터파크: PETCATION ,"['0', '펫', '펫터파크', '터', '파크', '02018', '8.25', '8.26', '0서울시', '서울시', '0광진구', '광진', '광진구', '구', '0능동어린이회관', '능동', '어린이', '회관', '0수영장', '수', '영장', '은', '0반려견과', '반려', '견과', '0자유', '자유', '0수', '0도심', '도심', '0속', '속', '0최대', '최', '대', '0워터파크', '워터', '0공간', '공간', '0다양', '다양', '오', '25', '25일', '일', '26', '26일', '8', '8월', '월', '마지막', '주말', '이틀', '서울', '능동어린이회관', '수영장', '2018', '축제', '국내', '최대', '반려견', '견', '전용', '워터파크', '물놀이', '광주', '광주예술난장', '예술', '난장', '굿판', '대촌', '전통문화', '커뮤니티', '커뮤니티센터', '센터', '고창', '해풍', '해풍고추축제', '고추', '해리', '해리복지회관', '복지', '쇠', '쇠소깍', '소깍', '모래', '모래축제']"
131,서울국제뉴미디어페스티벌 ,"['롯데', '롯데시네마', '시네마', '저', '19', '19회', '회', '서울', '서울국제뉴미디어페스티벌', '국제', '뉴', '뉴미디어', '미디어', '페스티벌', '이하', '마', '마프', '프', '본선', '본선작', '작', '시상식', '21', '21일', '일', '홍', '홍대입구', '대', '입구', '23', '23일', '이날', '불편', '콘텐츠', '소비', '수', '거', '기대', '방문', '이', '이번', '번', '장르', '감상', '영상', '단편', '구애', '구애전', '전', '출품', '지금', '무엇', '질문', '2019', '로', '향', '2014', '2014년', '년', '그때', '대안', '세미나', '강의', '수강', '주류', '8', '8월', '월', '19일', '국제뉴미디어페스티벌', '을', '아침', '10', '10시', '시', '반', '밤', '9', '9시', '하루', '종일', '전시', '영화', '홍대', '주변', '10편', '편', '인상', '가지', '주제', '다양', '사회', '문제', '네마프', '작품', '스펙트럼', '스펙트럼은', '은', '프리즘', '속', '무지개', '그만큼', '이', '그것', '올해', '15', '15일', '24', '24일', '진행', '슬로건', '젠더', '국가', '생물학', '성', '구분', '사회적', '의미']"
132,서울프린지페스티벌 ,"['문화', '문화비축기지', '비축', '기지', '진행', '서울', '서울프린지페스티벌', '프린지', '페스티벌', '올해', '19', '19주년', '주년', '은', '홍', '홍대', '대', '월드컵', '월드컵경기장', '경기장', '이', '이번', '번', '지금', '페스티', '의', '아지트', '이름', '고유', '분위기', '석유', '석유탱크', '탱크', '외관', '시간', '듯', '빛', '색', '이브', '전시', '관람', '내부', '때', '우려', '결론', '나', '완전', '오판', '모든', '콘텐츠', '내', '2', '2로', '로', '향', '영화', '길', '프로그램', '다섯', '명의', '감독', '다큐멘터리', '2018', '참여', '아티스트', '이야기', '연극', '팀', '등장', '일상', '속', '그', '우리', '일행', '발걸음', '역', '이', '6', '6호선', '호', '선', '월드컵경기장역', '2번', '출구', '도보', '10', '10분', '분', '거리', '입구', '티켓', '티켓부스', '부스', '작품', '아쉬움', '예술', '범위', '을', '통해', '시야', '수', '이것', '2019', '예술적', '일탈', '상상', '예술아지트', '주제', '8', '8월', '월', '15', '15일', '일', '24', '24일', '6로', '1', '1인', '인', '창작극', '힘', '힘무엇', '무엇', '호', '마포', '마포구', '구', '상암', '상암동', '동', '건축', '건축문화제', '문화제', '대상', '차지', '공간', '석유비축기지', '문화공간', '탈바꿈', '독립', '축제', '자리', '예술계', '목소리', '예술가', '입', '존재', '담론', '장']"
133,서울디저트페어 수박&망고 ,"['오늘', '이곳', '이', '수박', '을', '주제', '식빵', '등', '다양', '디저트', '수', '서울', '서울디저트페어', '페어', '축제', '국내', '최대', '규모', '16', '16일', '일', '오후', '강남', '강남구', '구', '텍', '망고', '참가자', '부스', '이', '이번', '번', '18', '18일', '학', '학여울', '여울', '전관', '진행', '2019.08', '수제', '행사', '2015', '2015년', '년', '시작', '8', '8월', '월', '23', '23회', '회', '생과일', '애플', '마카롱', '트로피', '트로피칼', '칼', '에이드', '여름', '분위기', '디자인']"
134,아시아프 ,"['세종', '세종대학교', '대학교', '총장', '배덕', '배덕효', '효', '회화', '회화과', '과', '서양화', '서양화전공', '전공', '신', '신소진', '소진', '16', '16학번', '학번', '학생', '8', '8월', '월', '아시아', '아시아프', '프', '애프터', '우수', '우수작가', '작가', '20', '20인', '인', '선정', '24', '24일', '일', '7', '7월', '23', '23일', '18', '18일', '동대문', '동대문디자인플라자', '디자인', '플라자', '온라인', '전시회', '아트', '아트미', '미', '2019', '일부', '작품', '인스타그램', '스타', '그램', '페이스', '페이스북', '북', '등', '전시', '시도', '국내', '출품작', '청년', '축제', '12', '12회', '회', '미래', '거장', '감상', '합리적', '가격', '30', '30대', '대', '자신', '미술품', '소개', '작품세계', '세계', '사람', '개관', '공장', '공장미술제', '미술제', '출현', '바탕', '시대적', '상황', '라운드', '라운드테이블', '테이블', '당시', '활동', '김', '김홍', '홍', '상명', '상명대', '대', '교수', '주요']"
135,한강몽땅 여름축제 ,"['올', '여름', '프로그램', '감동', '휴식', '이', '도심', '속', '피서지', '2019', '한강', '여름축제', '축제', '이번', '주', '대단원', '막', '피날레', '휴가', '끝자락', '이색', '퍼포먼스', '장식', '줄', '서울시', '한강사업본부', '사업', '본부', '오', '18', '18일', '일', '종료', '마지막', '수상', '수상레저', '레저', '8', '8종', '종', '추천', '11', '11일', '카약', '카누', '패', '보드', '범퍼', '범퍼보트', '보트', '등', '수상레저스포츠', '레저스포츠', '스포츠', '수']"
136,라이프플러스 시네마위크 ,"['시네마', '시네마위크', '위크', '행사', '천막', '원단', '업', '업사이클링', '사이클링', '에코', '에코백은', '백은', '지속', '가능', '삶', '추구', '라이프', '라이프플러스', '플러스', '의', '철학', '컨퍼런스', '참가자', '일상', '한화', '한화금융', '금융', '계열사', '공동', '브랜드', '내일', '17', '17일', '일', '9', '9일', '동안', '한강', '맥주', '다양', '영화', '수', '저녁', '8', '8시', '시', '10', '10시', '리틀', '오후', '서울', '여의도', '63', '63빌딩', '빌딩', '앞', '한강공원', '공원', '열린', '한화생명', '생명', '2019', '불꽃', '불꽃쇼', '쇼', '2019.08', '8월', '월', '일', '시간', '평일', '5', '5시', '주말', '공휴일', '3', '3시', '시', '리틀포레스트', '포', '레스트', '변', '변산', '산']"
137,서대문독립민주축제 ,"['서대문', '독립', '민주', '축제', '시민', '광복', '기쁨', '자유', '평화', '정신', '공유', '역사', '역사축제', '올해', '개최', '10', '10주년', '주년', '독립민주지사', '지사', '사진', '업적', '프린팅', '기념', '기념집', '집', '을', '서울', '형무소', '형무소역사관', '역', '사관', '독립민주축제', '부산', '대구', '인천', '등', '각지', '타종', '타종행사', '행사', '동성로', '일대', '태극기', '플래시', '등이', '대표적', '행', '행안부', '안부', '이번', '성공적', '현장', '응급', '의료진', '소방차']"
138,서울 무궁화축제 ,"['수원', '무궁화', '원', '나라꽃', '명', '명소', '소', '선정', '스포츠', '서울', '승', '승훈', '훈', '기자', '산림청', '시', '2012', '2012년', '년', '전국', '무', '무궁', '궁', '축제', '지역', '사업', '전개', '등', '서울시', '8', '8일', '일', '오후', '6', '6시', '시', '서대문', '서대문구', '구', '서대문독립공원', '독립', '공원', '0', '대한', '대한민국', '민국', '임시', '임시정부', '정부', '100', '100주년', '주년', '기념', '역사', '외침', '꽃', '함성', '을', '주제', '2019', '서울무궁화축제', '개막', '개막식', '청년', '청년대표', '대표', '서대문소방서', '소방서', '서장', '정재', '정재후', '후', '2', '2일', '장소', '방문', '0현지', '현지', '확인', '순찰', '실시', '오', '15', '15일', '독립공원', '진행', '주요', '내용']"
139,서울청소년연극축제 ,"['문화', '문화기행', '기행', '을', '서울', '인근', '운영', '이번', '프로그램', '고', '고3', '3', '수험생', '휴식', '테마', '서산', '서산시', '시', '청소년', '집', '12', '12월21일', '월', '21', '일', '지역', '동아리', '축제', '개최', '끝', '올해', '사업', '겨울', '연극', '연극축제', '열혈', '열혈청년극단전', '청년', '극단', '전', '소묘', '대구', '대구문화예술회관', '예술', '회관', '홀', '11', '11월', '23', '23일', '오후', '3시', '시', '전북', '북', '영화제', '전주', '전주시', '전주', '전주시네마타운', '시네마', '타운', '8', '8관', '관', '대전', '토토', '페스티벌', '동구', '극장', '별', '밤', '일', '구로', '구로아트밸리예술', '아트', '밸리', '들', '기획', '연출', '시', '공모', '우수', '편', '상연', '구로', '구로구', '구', '내달', '17', '17일', '우기', '우기부기', '부기', '브러쉬', '브러쉬씨', '씨', '터', '선녀', '나무꾼', '소재', '초', '중', '학생', '학생예술동아리', '교내', '음악', '등', '그동안', '실력', '학급', '75', '75팀', '팀', '1500', '1500여명이', '여', '명이', '참가', '무대', '우리', '꿈', '바람', '모두', '송', '송파', '송파구', '파구', '구', '구청장', '박', '박성수', '성수', '오', '31', '31일', '송파', '송파구', '송파구청', '청', '대강당', '관내', '고등', '고등학교', '학교', '의', '장', '계획', '송파구청장', '청장', '대회', '직간접', '경험']"
140,워터피크닉 ,"['서울시', '이번', '주말', '난지', '강', '강공원', '공원', '무더위', '워터', '워터피크닉', '피크닉', '여름', '여름방학', '방학', '아이', '구들', '피서', '고민', '중이', '필요', '한강', '통쾌', '물', '물싸움', '싸움', '서울', '폭염', '폭염경보', '경보', '발효', '4', '4일', '일', '오후', '마포', '마포구', '구', '시민', '축제']"
141,성북문화바캉스 ,"['28', '28일', '일', '오후', '서울', '성북', '성북구', '구', '숭', '숭덕초등학교', '덕', '초등학교', '운동장', '열린', '저', '5', '5회', '회', '성북', '성북문화바캉스', '문화', '바캉스', '어린이', '가족', '물', '물놀이', '놀이', '성북구청', '구청', '성북문화재단', '재단', '개최', '대형', '본격', '휴가', '휴가시즌', '시즌', '시작', '마련', '풀장', '시간']"
142,한강물싸움축제 ,"['2018', '2018년', '년', '진행', '한강', '한강워터피크닉', '워터', '피크닉', '한강물', '한강물싸움축제', '싸움', '축제', '의', '모습', '제공', '서울시', '주말', '난지', '강', '강공원', '공원', '물총', '물총싸움', '워터슬라이드', '슬라이드', '체험', '등', '무더위', '줄', '워터피크닉', '이', '8', '8월', '월', '3', '3일', '일', '4', '4일', '오전', '서울', '마포', '마포구', '구', '2019', '초록색', '조끼', '악당', '무리', '시민', '퇴치']"
143,아시테지 국제여름축제 ,"['국내', '최대', '아동', '청소년', '공연', '축제', '축제인', '인', '아시', '아시터', '터', '국제', '국제여름축제', '여름', '광화문', '대학로', '일대', '국제아동청소년연극', '연극', '협회', '한국', '한국본부', '본부', '오늘', '11', '11일', '일', '세종', '세종문화회관', '문화', '회관', '기자', '기자간담회', '간담회', '올해', '주요', '프로그램', '국제공연예술축제', '예술', '2019', '다양', '소재', '주제', '무장', '작품', '7', '7월', '월', '24', '24일', '8', '8월', '4', '4일', '체임버', '체임버홀', '홀', '종로', '코리아', '12', '12일', '동안', '개최', '27', '27회', '회', '규모', '아동청소년']"
144,한강나이트워크42K ,"['신원', '대표', '박', '박정주', '정주', '의', '남성복', '파렌하이트', '서울', '여의도', '여의도공원', '공원', '녹음', '녹음수', '수', '광장', '일대', '진행', '한강', '나이트', '워크', '42', '메인', '스폰서', '참여', '이', '행사', '27', '27일', '일', '1', '1만2000명', '만', '2000', '명', '정도', '참가', '성황리', '올해', '최근', '열정', '레이스', '참가자', '소통', '브랜드', '아이덴티티', '적극', '7', '7월', '월', '하림', '한강공원', '열린', '2019', '한강나이트워크', '대규모', '무료', '시식회', '오후', '28', '28일', '새벽', '1000', '1000여', '여', '닭고기', '요리', '제공']"
145,Good Day Festival ,[]
146,서울 물순환 시민문화제 ,"['서울', '시', '저', '4', '4회', '회', '물', '물순환', '순환', '시민', '시민문화제', '문화제', '25', '25일', '일', '27', '27일', '사흘', '동안', '광장', '일대', '개최', '이', '이번', '번', '행사', '도시화', '기후', '기후변화', '변화', '지하수', '지하수고갈', '고갈', '열섬', '열섬현상', '현상', '등', '왜곡', '오후', '중구', '서울광장', '의', '올림픽', '부스', '아이', '시간', '3', '진행']"
147,서울 코믹월드 ,"['10', '10일', '일', '서울', '서초', '서초구', '구', '양재', '양재동', '동', '센터', '저', '166', '166회', '회', '코믹', '코믹월드', '월드', '코', '코스프레', '스프', '레', '참가자', '포즈', '2019.11', '뉴스', '뉴스1', '1', '머', '너', '즈', '워', '뉴욕', '콘', '전시', '현장', '스포츠', '김', '기자', '모바일', '게임', '기업', '컴', '컴투스', '투스', '대표', '송병준', '글로벌', '아레나', '챔피언십', '브랜드', '가치', '이', '이투데이', '투데이', '애', '만화', '사랑', '축제', '양재', '콘테스트', '만화노래자랑', '노래', '자랑', '동아리', '전시교류전', '교류', '전', '등', '볼거리', '멀티', '멀티플랫폼', '플랫폼', '카카오', '카카오게임즈', '각자', '남궁', '훈', '조', '계', '계현', '현', '20', '20일', '토', '과', '21', '21일', '일', '양일간', '학', '학여울역', '여울', '역', '텍', '164', '164회', '회', '인기', '애니메이션', '프린세스', '넥트']"
148,보드게임콘 ,"['모바일', '보드', '보드게임', '게임', '모두', '마블', '은', '할로윈', '기념', '축제', '큐브', '로', '캐릭터', '제공', '이벤트', '마련', '접속', '2019', '버전', '탄생', '5', '5종', '종', '중', '1', '1종', '네오', '네오위즈', '위', '즈', '맞춤', '맞춤형', '형', '콘텐츠', '지속적', '이용자', '편의성', '개선', '노력', '최강자', '선도적', '입지', '시장', '유지', '방침', '이', '이번', '번', '애플', '앱', '앱스토어', '스토어', '출시', '공원', '휴몽', '언제든지', '판', '을', '수', '이미지', '스마일', '스마일게이트', '게이트', '웹', '웹젠', '젠', '나', '영웅전', '신규', '영웅', '마스', '마스카', '카', '맥', '맥포', '포', '업데이트', '웹젠', '협공', '안', '민', '투자', '투자증권', '증권', '연구원', '청소년', '이용', '불가', '가능', '보', '보마일', '마일', '점유율', '1위', '위', '기록', '네오위즈', '매출', '성장', '고', '설명', '업계', '업계관계자', '관계자']"
149,마포동네책축제 여름 책 열음 ,"['서울', '마포', '마포구', '구', '주민', '책', '여름', '수', '20', '20일', '일', '마포', '마포중앙', '중앙', '서관', '저', '9', '9회', '회', '마포동네책축제', '동네', '축제', '음', '을', '개최', '16', '16일', '2011', '2011년', '년', '시작', '지역', '구청장', '유동', '유동균', '균', '지역주민', '매개', '소통', '행사', '독서', '업', '업코리아', '코리아', '포스터', '흥미', '이야기', '도서관', '피서', '사진', '마포구', '구', '제공', '매일', '매일일보', '일보', '심기', '기자', '0', '포구', '전시', '체험', '등', '프로그램', '사진제공', '마포구청', '구청', '오', '공공', '공공도서관', '문화', '문화단체', '단체', '교감', '7', '7월', '월', '2020', '2020학년도', '학년도', '대입', '광주', '진로', '진로진학박람회', '진학', '박람회', '서구', '김대중', '김대중컨벤션센터', '컨벤션', '센터', '일', '21', '21일', '코믹', '코믹월드', '월드', '강남', '강남구']"
150,여우樂 페스티벌 ,"['010', '010년', '년', '여우', '페스티벌', '여우락', '락', '이', '엑기스', '모아', '관객', '양방', '양방언', '언', '감독', '한일', '양국', '음악가', '패션', '패션앤퓨처', '앤', '퓨처', '의', '음악', '음악감독', '활동', '장재', '장재효', '효', '악', '국립', '국립극장', '극장', '10', '10일', '일', '14', '14일', '블루', '블루스퀘어', '스퀘어', '아이', '아이마켓홀', '마켓', '홀', '현대', '현대카드', '카드', '언더', '언더스테이지', '스테이지', '페스티', '을', '개최', '은', '여기', '우리', '뜻', '그동안', '한국', '해외', '공명', '29', '29일', '오전', '서울', '종로', '종로구', '구', '메리', '메리어트', '어트', '동대문', '저', '10회', '회', '기자', '기자간담회', '간담회', '이날', '행사', '2014', '2014년', '년', '3', '3년간', '간', '예술', '예술감독', '역임', '양', '방언', '작곡가', '원일', '2017', '2018', '2018년', '아람', '대금', '대금연주자', '연주자', '우', '산별', '산별밤축제', '밤', '축제', '마포', '마포국악', '국악', '학창', '학창시절', '시절', '단소', '당신', '전부', '지금', '공연장', '피서', '사람', '진화']"
151,대한민국연극제 ,"['푸른', '연극', '저', '대한', '대한민국', '민국', '연극계', '기여', '원로', '연극인', '업적', '무대', '2016', '2016년', '년', '1', '1회', '회', '시작', '올해', '4', '4회', '언론', '평단', '관객', '기대', '완성도', '연출가', '박근', '극단', '골목길', '2019', '종로', '종로문화다양성', '문화', '다양성', '의', '하나', '21', '24', '24일', '일', '대학로', '아트', '아트원씨', '원', '씨', '만주', '만주전선', '전선', '을', '해방', '서울', '로', '박', '연출', '문제의식', '지금', '과', '정치', '부제', '꽃', '예술', '예술혼', '혼', '2018', '2018년', '3', '3회', '연극제', '여우', '주연상', '이승', '1967', '1967년', '동인', '활동', '이후', '52', '52년', '년', '연기', '연기활동', '배우', '박정자', '손', '손숙과', '숙과', '대표', '여배우', '인물', '기도', '하다', '이날']"
152,노량진의밤 야간난전 ,"['서울', '동작', '동작구', '구', '구청장', '창우', '21', '21일', '일', '23', '23일', '노량진', '컵', '컵밥거리', '밥', '거리', '양로', '일대', '저', '2', '2회', '회', '밤', '야간', '야간난전', '난전', '을', '개최', '13', '13일', '올해', '회', '은', '주변', '사진', '포스터', '3', '출처', '매일', '매일일보', '일보', '0', '영', '0기자', '기자', '동작', '동작구', '구', '012', '013', '013일', '0이틀간', '이틀', '간', '0오후', '오후', '05', '05시', '시', '09', '09시', '0노량진', '0컵밥거리', '0일대', '0밤', '0개최', '2015', '2015년', '년', '010', '010월', '월', '0사육신공원', '사육신', '공원']"
153,프랑스 거리음악 축제 ,"['5', '5년전', '년', '전', '번째', '서리', '서리풀페스티벌', '풀', '페스티벌', '전국', '최초', '기획', '축제', '의', '벤치마킹', '대상', '지상', '지상최대', '최대', '스케치북', '올해', '음악', '을', '오선지', '변신', '반포', '10', '10차선', '차선', '서초', '서초역', '역', '서초3동사', '3', '동', '사', '거리', '2', '2만8500㎡', '만', '8500', '㎡', '8', '한', '현장', '0', '자동차', '운행', '통제', '야간', '퍼레이드', '참여', '소규모', '전통문화', '전통문화예술', '예술', '현대', '조화', '서초', '서초구', '구', '문화', '문화예술인', '예술인', '프랑스', '등', '선발', '공연', '수', '마지막', '날인', '28', '28일', '일', '오후', '7', '7시', '시', '특설', '특설무대', '무대', '11', '11회', '회', '한불', '음악축제', '한국', '로', '서래', '서래마을과의', '마을', '과의', '인연', '시작', '서리풀', '내일', '개막', '54', '54곳', '곳', '250', '250회', '서초3동', '동', '구간', '1000', '1000명', '명', '재즈', '재즈밴드', '밴드', '프', '프로랑스', '로랑스', '다비스', '샹송', '가수', '무슈']"
