,축제명,축제주요내용
225,"서대문, 1919 그날의 함성! ","['1919', '년', '1', '1월', '월', '경성', '기독교', '목사', '오화영', '신석구', '등', '나', '독립', '독립운동', '운동', '논의', '2', '2월', '20', '20일', '일', '서대문', '그날', '밤', '최종', '최종현', '현', '주동자', '시위', '준비', '속', '남산', '남산교', '교', '부근', '그때', '저녁', '사', '강원', '강원여성', '여성', '예', '예협회', '협회', '주최', '주관', '강원', '강원도', '도', '후원', '3', '1절', '절', '100', '100주년', '주년', '기념', '함성', '저', '9', '9회', '회', '아우', '장터', '태극기', '만세', '만세운동', '주도', '주도하다', '하다', '형무소', '압송', '일제', '고문', '끝', '순국', '서울', '구', '1운동', '3월1일', '독립공원', '공원', '형무소역사관', '역', '사관', '일대', '100년', '년', '외침', '주제', '날', '0', '0행사', '행사', '개최', '3일', '이날', '문', '문석진', '석진', '구청장', '다음달', '1일', '22', '22일', '역사', '역사어린이합창단', '어린이', '합창단', '삼일절', '당일', '오전', '9시', '시', '11', '11시', '역사관', '내', '특설', '무대', '배우', '저항', '염원']"
226,남산골한옥마을 정월대보름과 친구들 ,"['남산골', '남산골한옥마을', '한옥', '마을', '은', '정월', '정월대보름', '대보름', '을', '19', '19일', '일', '친구', '행사', '초대형', '달집', '달집태우기와', '태우', '기와', '벽사', '벽사공연', '공연', '부럼', '시절', '시절음식', '음식', '나눔', '등', '도심', '체험', '세시', '세시풍속', '풍속', '0', '0전통', '전통', '0다양', '다양', '0프로그램', '프로그램', '0통해', '통해', '0시민', '시민', '0주인공이', '주인', '공이', '0친구', '우리', '0조상', '조상', '0대보름', '대', '보름', '날', '0아침', '아침', '0날밤', '밤', '0호', '호', '0등', '0견과', '견과', '오후', '3', '3시', '시', '천우', '광장', '개최', '이날', '적', '번', '번쯤', '쯤', '법', '바람개비', '의', '의미', '옥', '가족', '시간', '오', '오전', '전', '10', '10시', '4', '4시', '무료', '대보름', '어드벤처', '눈썹', '우리', '이곳', '한옥마을', '수백', '수백명', '명', '전통행사', '풍물패', '술래', '백미', '예', '예은', '이', '피우', '거랑', '짚', '서울시', '대부분', '외곽', '강변', '진행', '남산', '남산타워', '타워', '2', '2월', '월', '시작', '주인공', '날밤', '호두', '어금니']"
227,국립민속박물관 정월대보름 한마당 ,"['2019', '기', '기해년', '해년', '국립', '국립민속박물관', '민속', '박물관', '정월', '정월대보름', '대보름', '잔치', '한마당', '부럼', '가지', '체험', '행사', '수', '기회', '제공', '보름달', '배지', '한지', '이용', '원형', '과반', '을', '하루', '18', '18일', '일', '서울', '종로', '종로구', '구', '열린', '어린이', '연', '만들기', '전의', '전의면', '면', '전', '역', '앞', '16', '17', '17일', '윷', '윷놀이', '놀이', '대회', '충남', '공주', '공주시', '시', '16일', '금강', '금강신관공원', '신관', '공원', '미르', '미르섬', '섬', '일원', '시민', '안녕', '과', '충', '충청국악원', '청', '국악원', '공주', '공주유치', '유치', '기원', '선비', '선비촌', '촌', '북구', '북구문화원', '문화원', '금호강', '산', '산격대교', '격', '대교', '둔치', '산격야영장', '격야', '영장', '어울림', '등', '구제', '구제역', '확산', '방지', '행사장', '발판', '소독', '소독조', '조', '설치', '대구', '민족', '최대', '명절', '설날', '해', '농사', '풍요', '안정', '다양', '2', '2일', '6', '6일', '광주', '전통', '전통공연', '공연', '채운', '설맞이', '우리', '문화']"
228,북촌한옥마을 계동마님댁 대보름 달맞이 ,"['이용', '이용요금', '요금', '평', '3,900', '3,900원', '원', '주말', '5,900', '5,900원', '북촌', '북촌한옥마을', '한옥', '마을', '계동', '계동마님댁', '마님', '댁', '대보름', '달맞이', '2019', '2.16', '서울', '계동마님', '문화', '문화센터', '센터', '대', '대보름', '보름', '잔치', '보름달', '관련', '각종', '체험', '체험프로그램', '프로그램', '예천', '예천군', '군', '예', '예천장', '천장', '외', '국내', '주요', '곳', '지금', '만화', '인사', '인사동', '동', '아', '아라아트센터', '라', '아트', '2', '2월', '월', '16', '16일', '일', '3', '3월', '17', '17일', '일', '종로', '종로구', '구', '남당', '남당항', '항', '새조개', '새조개축제', '축제']"
229,서울디저트페어 초코&딸기 ,"['컨셉', '방문', '이', '마음', '서울', '서울디저트페어', '디저트', '페어', '이하', '서', '서디페', '디', '페', '2', '2월', '월', '8', '8일', '일', '10', '10일', '발렌타인', '발렌타인데이', '데이', '양재', '센터', '전관', '2019', '코', '딸기', '딸기전', '전', '개최', '국내', '수제', '디저트페어', '0', '0칼로리', '칼로리', '주제', '월', '생', '생딸기', '시작', '바크', '바크초콜릿', '초콜릿', '2.8', '2.10', '저', '20', '20회', '회', '마카롱', '랭', '랭쿠키', '쿠키', '딸', '딸기라떼', '기라', '떼', '코퐁듀', '퐁듀', '등', '다양', '주최', '0맡', '맡', '0북', '북', '코믹스', '0오', '오', '02', '02월', '08', '08일', '010', '010일', '재', '을', '0개최', '0유명', '유명', '0디저트', '0맛집', '맛', '집', '0나', '나', '23', '23일', '관련', '관련업계', '업계', '롯데', '롯데백화점', '백화점', '소공', '소공동', '동', '본점', '28', '28일', '쥬', '쥬시쥬디', '시', '르', '샵', '샘플', '상품', '상품전', '핫', '만', '신세계', '강남', '강남점', '점', '대', '프리미엄', '티', '음료', '브랜드', '앨리', '노', '텔', '앰', '앰배서', '배서', '동대문', '와인', '주말', '재즈', '선', '선선한', '선한', '기', '올해', '벨기에', '갤러', '협업', '일', '일', '예정', '맛집', '나']"
230,V프로젝트 GOLDEN NEW YEAR 용산아이파크몰 팝업스토어 ,"['0', '프로젝트', '용', '용산아이파크', '산', '아이', '파크', '팝업', '팝업스토어', '스토어', '02019', '서울', '서울특별', '서울특별시', '특별시', '시', '용산', '용산구', '구', '2019.01', '04', '31', '2019', '2019년', '년', '황금', '황금돼지해', '돼지해', '아이파크몰', '몰', '01', '01층', '층', '대행', '대행사장', '사장', '다양', '브랜드', '감도', '공간', '테마', '연출']"
231,서울 코믹월드 ,"['10', '10일', '일', '서울', '서초', '서초구', '구', '양재', '양재동', '동', '센터', '저', '166', '166회', '회', '코믹', '코믹월드', '월드', '코', '코스프레', '스프', '레', '참가자', '포즈', '2019.11', '뉴스', '뉴스1', '1', '머', '너', '즈', '워', '뉴욕', '콘', '전시', '현장', '스포츠', '김', '기자', '모바일', '게임', '기업', '컴', '컴투스', '투스', '대표', '송병준', '글로벌', '아레나', '챔피언십', '브랜드', '가치', '이', '이투데이', '투데이', '애', '만화', '사랑', '축제', '양재', '콘테스트', '만화노래자랑', '노래', '자랑', '동아리', '전시교류전', '교류', '전', '등', '볼거리', '멀티', '멀티플랫폼', '플랫폼', '카카오', '카카오게임즈', '각자', '남궁', '훈', '조', '계', '계현', '현', '20', '20일', '토', '과', '21', '21일', '일', '양일간', '학', '학여울역', '여울', '역', '텍', '164', '164회', '회', '인기', '애니메이션', '프린세스', '넥트']"
232,서울 아시테지 겨울축제 ,"['한편', '0', '0종로구', '종로', '종로구', '구', '0오', '오', '02020', '02020년', '년', '01', '01월', '월', '08', '08일', '일', '019', '019일', '0종로', '종', '로', '0아이', '아이', '0극장', '극장', '0아르코', '아르코', '0예술극장', '예술', '0등', '등', '0대학로', '대학로', '0일대', '일대', '저', '16', '16회', '회', '서울', '0아시터', '아시', '터', '0겨울축제', '겨울', '축제', '0대한민국', '대한', '대한민국', '민국', '0공연예술', '공연', '0중심', '중심', '0국내', '국내', '0우수', '우수', '행복', '선사', '특별', '공간', '기대', '고', '편', '2020', '2020년', '년', '1', '1월', '8', '8일', '19', '19일', '종로', '예술극장', '아시터', '겨울축제', '국제', '국제여름', '여름', '서울아시테', '테', '올해', '공연창작집단', '창작', '집단', '대표', '겸', '상임', '연출', '배', '배요섭', '요섭', '예술감독', '감독', '영입', '변화', '24', '24일', '8월4일', '4', '1982', '1982년', '설립', '한국', '한국본부', '본부', '개최', '이', '이번', '번', '부산', '지난해', '번째', '울산', '경남', '관객', '필요', '세계', '공연팀', '팀', '아동', '아동예술문화', '문화', '확대', '확대발전', '발전', '작품', '망태', '망태할아버지', '할아버지', '꽃', '꽃할머니', '할머니', '랄', '거인', '은', '2018', '2018년', '아시테', '올해우수작', '우수작', '2015', '2015년']"
233,서울 살롱 뒤 쇼콜라 ,"['웅', '영상', '영상기자', '기자', '엄선', '엄선영', '영', '인턴', '인턴기자', '10', '10일', '일', '서울', '강남', '강남구', '구', '코', '코엑스', '엑스', '지상', '지상최대', '최대', '초콜릿', '축제', '저', '5', '5회', '회', '살롱', '뒤', '쇼', '쇼콜라', '콜라', '행사', '올해', '스윗', '랑데부', '만남', '주제', '총', '세계적', '삼성', '삼성동', '동', '개막', '13', '13일', '을', '이번', '10개국', '개국', '초', '콜릿', '패션쇼', '성종', '성종현', '현', '뉴스', '뉴스프리존', '프리', '존', '12', '12일', '오후', '축제인', '인', '열린', '가운데', '모델', '의상']"
234,서울영상광고제 ,"['뮤지컬', '라이온', '킹', '인터', '인터내셔널', '내셔널', '투어', '한국', '공연', '기념', '롯데', '롯데월드타워', '월드', '타워', '촬영', '영상', '세계적', '광고', '저', '아름', '한강', '서울', '전', '전경', '경', '공개', '이후', '조회', '수', '80', '80여만건', '여', '만', '건', '기록', '와이즈', '와이즈유', '유', '영산', '영산대학교', '대학교', '총장', '부구', '시각', '디자인', '디자인학과', '학과', '학생', '8', '8일', '일', '프레스', '프레스센터', '센터', '개최', '한국방송광고공사', '방송', '공사', '주최', '2019', '대한', '대한민국', '민국', '공익', '시상식', '동상', '수상']"
235,서울영상광고제 ,"['뮤지컬', '라이온', '킹', '인터', '인터내셔널', '내셔널', '투어', '한국', '공연', '기념', '롯데', '롯데월드타워', '월드', '타워', '촬영', '영상', '세계적', '광고', '저', '아름', '한강', '서울', '전', '전경', '경', '공개', '이후', '조회', '수', '80', '80여만건', '여', '만', '건', '기록', '와이즈', '와이즈유', '유', '영산', '영산대학교', '대학교', '총장', '부구', '시각', '디자인', '디자인학과', '학과', '학생', '8', '8일', '일', '프레스', '프레스센터', '센터', '개최', '한국방송광고공사', '방송', '공사', '주최', '2019', '대한', '대한민국', '민국', '공익', '시상식', '동상', '수상']"
236,하늘공원해맞이행사 ,"['이후', '1981', '1981년', '년', '다도해', '다도해해상국립', '해상', '국립', '공원', '지정', '편백', '편백나무', '나무', '숲', '훼손', '수령', '100', '100년', '국내', '1', '1월', '월', '1일', '일', '남', '남열', '열', '해수욕장', '새해', '해맞이', '행사', '도', '전국', '제일', '유자', '산지', '고흥', '내년', '고흥방문', '방문', '얼굴', '태양', '하늘', '로', '무언가', '기', '심정', '영겁', '호미', '축제', '불꽃', '불꽃쇼', '쇼', '음악회', '떡국', '등', '다양', '진행', '근처', '이때', '곱', '단풍', '만추', '청명', '과', '찬바람', '낙엽', '낭만', '낭만적인', '적인', '여행', '이곳', '대덕', '대덕구', '구', '곳', '브런', '메뉴', '송이', '송이떡국', '만두', '만두샐러드', '샐러드', '마포', '마포구', '구청장', '유동', '유동균', '균', '2019', '2019년', '년', '기해', '황금', '돼지띠', '해', '월드컵', '하늘공원', '개최', '28', '28일', '은', '서울', '대표적', '해돋이', '명소', '명소이자', '이자', '생태', '중랑', '중랑구', '봉화산', '정상', '강서', '강서구', '개화산', '구로', '구로구', '매봉산', '서초', '서초구', '우', '산', '소망', '소망탑', '탑', '강동', '강동구', '일', '일자산', '자산', '광장', '약', '1만명', '만', '명', '참석', '등산로']"
